replications;[30, 30, 30]
size;[11040, 24000, 30]
block size:[368, 800, 1]
start;1638818430.542023
creation;0.0014472007751464844
create;1638818430.543492
0-newblock;0.011717081069946289
0-newblock;0.008945941925048828
0-newblock;0.008718013763427734
0-newblock;0.012938976287841797
0-newblock;0.010038614273071289
0-newblock;0.009686946868896484
0-newblock;0.010801076889038086
0-newblock;0.010784149169921875
0-newblock;0.00972604751586914
0-newblock;0.011814117431640625
0-newblock;0.014429807662963867
0-newblock;0.012510061264038086
0-newblock;0.012845993041992188
0-newblock;0.010709047317504883
0-newblock;0.010696172714233398
0-newblock;0.013512849807739258
0-newblock;0.011417150497436523
0-newblock;0.014107942581176758
0-newblock;0.014555215835571289
0-newblock;0.014458894729614258
0-newblock;0.01578068733215332
0-newblock;0.01596999168395996
0-newblock;0.01808786392211914
0-newblock;0.019643068313598633
0-newblock;0.017309904098510742
0-newblock;0.021191835403442383
0-newblock;0.01763629913330078
0-newblock;0.016801834106445312
0-newblock;0.011209964752197266
0-newblock;0.011927127838134766
0-newblock;0.013966083526611328
0-newblock;0.012563943862915039
0-newblock;0.015115022659301758
0-newblock;0.020727157592773438
0-newblock;0.018596887588500977
0-newblock;0.01751112937927246
0-newblock;0.018580913543701172
0-newblock;0.014840126037597656
0-newblock;0.01880502700805664
0-newblock;0.017810821533203125
0-newblock;0.017290115356445312
0-newblock;0.012041091918945312
0-newblock;0.014961004257202148
0-newblock;0.01464700698852539
0-newblock;0.019707918167114258
0-newblock;0.01646900177001953
0-newblock;0.018749237060546875
0-newblock;0.017818927764892578
0-newblock;0.01967620849609375
0-newblock;0.018600940704345703
0-newblock;0.021027803421020508
0-newblock;0.019978046417236328
0-newblock;0.015292167663574219
0-newblock;0.015623331069946289
0-newblock;0.012323141098022461
0-newblock;0.015229940414428711
0-newblock;0.015566825866699219
0-newblock;0.01772594451904297
0-newblock;0.01815176010131836
0-newblock;0.020839929580688477
0-newblock;0.017567157745361328
0-newblock;0.0191957950592041
0-newblock;0.019273042678833008
0-newblock;0.018258094787597656
0-newblock;0.014111042022705078
0-newblock;0.015455961227416992
0-newblock;0.014560222625732422
0-newblock;0.01420903205871582
0-newblock;0.015392065048217773
0-newblock;0.02219390869140625
0-newblock;0.022357940673828125
0-newblock;0.021981000900268555
0-newblock;0.02337789535522461
0-newblock;0.023380041122436523
0-newblock;0.03780317306518555
0-newblock;0.01535487174987793
0-newblock;0.01473093032836914
0-newblock;0.013689756393432617
0-newblock;0.014219999313354492
0-newblock;0.016561031341552734
0-newblock;0.021798133850097656
0-newblock;0.02246403694152832
0-newblock;0.021243810653686523
0-newblock;0.018954992294311523
0-newblock;0.020759105682373047
0-newblock;0.022554874420166016
0-newblock;0.018028974533081055
