replications;[20, 20, 20]
size;[7360, 16000, 20]
block size;[1, 1, 1]
start;1638895226.507018
creation;0.004422903060913086
create;1638895226.511446
replications;[20, 20, 20]
size;[7360, 16000, 20]
block size;[1, 1, 1]
start;1638895278.198825
creation;0.00872802734375
create;1638895278.2075589
0;197.9096429347992
1;187.26494479179382
2;180.77355480194092
3;176.0300121307373
4;187.92412114143372
5;161.39580082893372
6;180.58898615837097
7;227.15624499320984
8;272.5647430419922
9;301.97961497306824
10;866.4727079868317
replications;[20, 20, 20]
size;[7360, 16000, 20]
block size;[736, 2400, 1]
start;1638899945.849914
creation;0.009795904159545898
create;1638899945.8597162
0;0.012103080749511719
1;0.0036699771881103516
2;0.002721071243286133
3;0.005079746246337891
4;0.002962827682495117
5;0.003201007843017578
6;0.003097057342529297
7;0.0032668113708496094
8;0.002969980239868164
9;0.002897024154663086
10;0.003154754638671875
11;0.0029382705688476562
12;0.002978086471557617
13;0.0030808448791503906
14;0.0030460357666015625
15;0.0028569698333740234
16;0.0033936500549316406
17;0.003062009811401367
18;0.002849102020263672
19;0.002939939498901367
20;0.006680965423583984
21;0.0065419673919677734
22;0.006051301956176758
23;0.006726264953613281
24;0.005738019943237305
25;0.004924297332763672
26;0.006139039993286133
27;0.0052890777587890625
28;0.006033897399902344
29;0.005280017852783203
30;0.005139827728271484
31;0.0050618648529052734
32;0.00577092170715332
33;0.005145072937011719
34;0.004871845245361328
35;0.005015850067138672
36;0.005014896392822266
37;0.0048711299896240234
38;0.005450010299682617
39;0.005258083343505859
40;0.005064964294433594
41;0.005759000778198242
42;0.005594968795776367
43;0.0059719085693359375
44;0.006394147872924805
45;0.0066721439361572266
46;0.006358146667480469
47;0.0063211917877197266
48;0.007503032684326172
49;0.005811929702758789
50;0.006317853927612305
51;0.00609898567199707
52;0.006173849105834961
53;0.006265878677368164
54;0.007591962814331055
55;0.006780147552490234
56;0.005446910858154297
57;0.006167888641357422
58;0.006298065185546875
59;0.0063898563385009766
60;0.003972768783569336
61;0.004107952117919922
62;0.0039920806884765625
63;0.003782987594604492
64;0.003329038619995117
65;0.00362396240234375
66;0.003997087478637695
67;0.0038039684295654297
68;0.003590822219848633
69;0.0039789676666259766
70;0.0036249160766601562
71;0.003633737564086914
72;0.0035848617553710938
73;0.003564119338989258
74;0.003359079360961914
75;0.0030541419982910156
76;0.0029251575469970703
77;0.002866029739379883
78;0.0029859542846679688
79;0.0032787322998046875
80;0.005112171173095703
81;0.005850076675415039
82;0.006311893463134766
83;0.005997180938720703
84;0.007327079772949219
85;0.006331205368041992
86;0.005903959274291992
87;0.0058057308197021484
88;0.0061419010162353516
89;0.005858182907104492
90;0.005655050277709961
91;0.0061779022216796875
92;0.006207942962646484
93;0.006410121917724609
94;0.0061321258544921875
95;0.0063169002532958984
96;0.006479024887084961
97;0.005186796188354492
98;0.006007194519042969
99;0.006140232086181641
100;0.006156206130981445
101;0.006098031997680664
102;0.006027936935424805
103;0.0054187774658203125
104;0.005923748016357422
105;0.005403280258178711
106;0.005433082580566406
107;0.005605936050415039
108;0.00537109375
109;0.0060422420501708984
110;0.0063211917877197266
111;0.005764007568359375
112;0.0066070556640625
113;0.005714893341064453
114;0.005608320236206055
115;0.007639646530151367
116;0.007787942886352539
117;0.007792949676513672
118;0.006003141403198242
119;0.0055789947509765625
120;0.003203868865966797
121;0.0032758712768554688
122;0.003931283950805664
123;0.005738973617553711
124;0.004008054733276367
125;0.003665924072265625
126;0.0034911632537841797
127;0.0033431053161621094
128;0.00307464599609375
129;0.0032520294189453125
130;0.003551959991455078
131;0.003201007843017578
132;0.0034339427947998047
133;0.003323078155517578
134;0.0032351016998291016
135;0.003667116165161133
136;0.0035409927368164062
137;0.0034720897674560547
138;0.0027866363525390625
139;0.004257917404174805
140;0.006027936935424805
141;0.005463838577270508
142;0.005794048309326172
143;0.005346059799194336
144;0.005811214447021484
145;0.006620883941650391
146;0.005883932113647461
147;0.0054340362548828125
148;0.005797863006591797
149;0.006093025207519531
150;0.008379220962524414
151;0.00705718994140625
152;0.006164073944091797
153;0.005988121032714844
154;0.005304813385009766
155;0.006543874740600586
156;0.005888223648071289
157;0.0055179595947265625
158;0.005921840667724609
159;0.0066258907318115234
160;0.005254030227661133
161;0.006855010986328125
162;0.005957841873168945
163;0.005377054214477539
164;0.006337165832519531
165;0.005858659744262695
166;0.005506038665771484
167;0.006147623062133789
168;0.005266904830932617
169;0.005544185638427734
170;0.005502939224243164
171;0.0060350894927978516
172;0.005655765533447266
173;0.00574493408203125
174;0.0062007904052734375
175;0.006541728973388672
176;0.006263017654418945
177;0.005409717559814453
178;0.0053288936614990234
179;0.005568981170654297
180;0.003120899200439453
181;0.003412008285522461
182;0.003742218017578125
183;0.003606081008911133
184;0.0034618377685546875
185;0.0036911964416503906
186;0.004142045974731445
187;0.005518198013305664
188;0.005548000335693359
189;0.004435300827026367
190;0.00453495979309082
191;0.0038611888885498047
192;0.0038378238677978516
193;0.003414154052734375
194;0.0033347606658935547
