replications;[10, 10, 10]
size;[3680, 8000, 10]
block size;[1, 1, 1]
start;1638900982.743986
creation;0.002830028533935547
create;1638900982.7468212
0;135.09569191932678
1;175.02350425720215
2;170.55802083015442
3;148.71248197555542
4;151.4228298664093
5;156.18351292610168
6;181.04921078681946
7;233.44482469558716
replications;[10, 10, 10]
size;[3680, 8000, 10]
block size;[1, 1, 1]
start;1638904461.582965
creation;0.020984172821044922
create;1638904461.603957
