replications;[50, 50, 50]
size;[18400, 40000, 50]
block size:[368, 800, 1]
start;1638889176.4871
creation;0.0018610954284667969
create;1638889176.48897
0-newblock;0.0016198158264160156
1-newblock;0.0013985633850097656
2-newblock;0.0012600421905517578
3-newblock;0.0011861324310302734
4-newblock;0.0012290477752685547
5-newblock;0.0018839836120605469
6-newblock;0.0017168521881103516
7-newblock;0.001753091812133789
8-newblock;0.0016520023345947266
9-newblock;0.0019698143005371094
10-newblock;0.0012311935424804688
11-newblock;0.0013527870178222656
12-newblock;0.0017728805541992188
13-newblock;0.0016388893127441406
14-newblock;0.001672983169555664
15-newblock;0.0015261173248291016
16-newblock;0.0014312267303466797
17-newblock;0.0015380382537841797
18-newblock;0.001605987548828125
19-newblock;0.0016639232635498047
20-newblock;0.0015490055084228516
21-newblock;0.001428842544555664
22-newblock;0.0015189647674560547
23-newblock;0.0014109611511230469
24-newblock;0.0015978813171386719
25-newblock;0.001674652099609375
26-newblock;0.0014750957489013672
27-newblock;0.0016558170318603516
28-newblock;0.0018799304962158203
29-newblock;0.00150299072265625
30-newblock;0.0019571781158447266
31-newblock;0.0015659332275390625
32-newblock;0.0016710758209228516
33-newblock;0.0013310909271240234
34-newblock;0.0011987686157226562
35-newblock;0.0011799335479736328
36-newblock;0.0011489391326904297
37-newblock;0.0011670589447021484
38-newblock;0.0012087821960449219
39-newblock;0.0015289783477783203
40-newblock;0.0022039413452148438
41-newblock;0.002128124237060547
42-newblock;0.001531839370727539
43-newblock;0.0015499591827392578
44-newblock;0.0017960071563720703
45-newblock;0.00174713134765625
46-newblock;0.0014922618865966797
47-newblock;0.0015599727630615234
48-newblock;0.0013151168823242188
49-newblock;0.0013501644134521484
50-newblock;0.0014858245849609375
51-newblock;0.0017299652099609375
52-newblock;0.001547098159790039
53-newblock;0.0014810562133789062
54-newblock;0.0015647411346435547
55-newblock;0.0016357898712158203
56-newblock;0.001743316650390625
57-newblock;0.0014569759368896484
58-newblock;0.0014190673828125
59-newblock;0.001481771469116211
60-newblock;0.0017778873443603516
61-newblock;0.001378774642944336
62-newblock;0.0015721321105957031
63-newblock;0.002874135971069336
64-newblock;0.0016503334045410156
65-newblock;0.0018200874328613281
66-newblock;0.0016727447509765625
67-newblock;0.0015730857849121094
68-newblock;0.0016219615936279297
69-newblock;0.0016591548919677734
70-newblock;0.0016720294952392578
71-newblock;0.0015506744384765625
72-newblock;0.0013179779052734375
73-newblock;0.0013031959533691406
74-newblock;0.002035856246948242
75-newblock;0.001641988754272461
76-newblock;0.001867055892944336
77-newblock;0.001466989517211914
78-newblock;0.0016279220581054688
79-newblock;0.0016713142395019531
80-newblock;0.0016324520111083984
81-newblock;0.0014331340789794922
82-newblock;0.0016260147094726562
83-newblock;0.0015177726745605469
84-newblock;0.0016031265258789062
85-newblock;0.0014178752899169922
86-newblock;0.00150299072265625
87-newblock;0.0015931129455566406
88-newblock;0.0015761852264404297
89-newblock;0.0014803409576416016
90-newblock;0.002016782760620117
91-newblock;0.0016028881072998047
92-newblock;0.0016281604766845703
93-newblock;0.0015850067138671875
94-newblock;0.0016701221466064453
95-newblock;0.0012972354888916016
96-newblock;0.0020170211791992188
97-newblock;0.0017931461334228516
98-newblock;0.0016329288482666016
99-newblock;0.0015931129455566406
100-newblock;0.0014338493347167969
101-newblock;0.0015501976013183594
102-newblock;0.001615762710571289
103-newblock;0.0016188621520996094
104-newblock;0.0015959739685058594
105-newblock;0.0015780925750732422
106-newblock;0.0013477802276611328
107-newblock;0.001216888427734375
108-newblock;0.0011420249938964844
109-newblock;0.0011277198791503906
110-newblock;0.0013110637664794922
111-newblock;0.0014851093292236328
112-newblock;0.0017666816711425781
113-newblock;0.001965045928955078
114-newblock;0.0015408992767333984
115-newblock;0.0014619827270507812
116-newblock;0.001283884048461914
117-newblock;0.0011680126190185547
118-newblock;0.001168966293334961
119-newblock;0.0012059211730957031
120-newblock;0.0011870861053466797
121-newblock;0.0012140274047851562
122-newblock;0.0014252662658691406
123-newblock;0.0013768672943115234
124-newblock;0.001361846923828125
125-newblock;0.0011949539184570312
126-newblock;0.0012099742889404297
127-newblock;0.0012009143829345703
128-newblock;0.0013210773468017578
129-newblock;0.0014429092407226562
130-newblock;0.0014908313751220703
131-newblock;0.0014369487762451172
132-newblock;0.0013828277587890625
133-newblock;0.0013461112976074219
134-newblock;0.0012922286987304688
135-newblock;0.0013871192932128906
