replications;[10, 10, 10]
size;[3680, 8000, 10]
block size:[736, 1600, 1]
start;1638818036.078314
creation;0.03314995765686035
create;1638818036.1114728
0-newblock;0.02544713020324707
0-newblock;0.010758161544799805
0-newblock;0.010571002960205078
0-newblock;0.011184215545654297
0-newblock;0.010902881622314453
0-newblock;0.011546134948730469
0-newblock;0.012199878692626953
0-newblock;0.011847972869873047
0-newblock;0.011928081512451172
0-newblock;0.013278961181640625
0-newblock;0.011436700820922852
0-newblock;0.011350154876708984
0-newblock;0.017333984375
0-newblock;0.015753984451293945
0-newblock;0.01566791534423828
0-newblock;0.010725021362304688
0-newblock;0.01341700553894043
0-newblock;0.01195216178894043
0-newblock;0.013270854949951172
0-newblock;0.013524055480957031
0-newblock;0.01618480682373047
0-newblock;0.01752781867980957
0-newblock;0.017998933792114258
0-newblock;0.014404773712158203
0-newblock;0.012268781661987305
0-newblock;0.011829137802124023
0-newblock;0.010170221328735352
0-newblock;0.01552891731262207
0-newblock;0.01860785484313965
0-newblock;0.016015052795410156
0-newblock;0.016687870025634766
0-newblock;0.015652894973754883
0-newblock;0.019476890563964844
0-newblock;0.018221139907836914
0-newblock;0.017887115478515625
0-newblock;0.01527714729309082
0-newblock;0.01472926139831543
0-newblock;0.013094902038574219
0-newblock;0.015109062194824219
0-newblock;0.01185917854309082
0-newblock;0.016865015029907227
0-newblock;0.018045902252197266
0-newblock;0.01720905303955078
0-newblock;0.017140865325927734
0-newblock;0.01879715919494629
0-newblock;0.016331911087036133
0-newblock;0.020414113998413086
0-newblock;0.01663494110107422
0-newblock;0.014785051345825195
0-newblock;0.014493227005004883
0-newblock;0.013875961303710938
0-newblock;0.013401031494140625
0-newblock;0.015269041061401367
0-newblock;0.019755125045776367
0-newblock;0.016579151153564453
0-newblock;0.01611804962158203
0-newblock;0.0191650390625
0-newblock;0.018570899963378906
0-newblock;0.0205080509185791
0-newblock;0.013375997543334961
0-newblock;0.013170242309570312
0-newblock;0.016190052032470703
0-newblock;0.01659083366394043
0-newblock;0.014196157455444336
0-newblock;0.014713764190673828
0-newblock;0.017468929290771484
0-newblock;0.019572973251342773
0-newblock;0.017889022827148438
0-newblock;0.018334388732910156
0-newblock;0.01840496063232422
0-newblock;0.023193836212158203
0-newblock;0.021695852279663086
0-newblock;0.01695084571838379
0-newblock;0.014264106750488281
0-newblock;0.015301227569580078
0-newblock;0.015887022018432617
0-newblock;0.016257762908935547
0-newblock;0.01942610740661621
0-newblock;0.018944978713989258
0-newblock;0.018718242645263672
0-newblock;0.022053003311157227
0-newblock;0.023356914520263672
0-newblock;0.0281829833984375
0-newblock;0.02451324462890625
0-newblock;0.01682424545288086
0-newblock;0.01670980453491211
0-newblock;0.01918792724609375
0-newblock;0.024946928024291992
0-newblock;0.029635906219482422
0-newblock;0.030504941940307617
0-newblock;0.02844691276550293
0-newblock;0.02598404884338379
0-newblock;0.025819063186645508
0-newblock;0.02469611167907715
0-newblock;0.018900394439697266
0-newblock;0.018113136291503906
0-newblock;0.02155280113220215
0-newblock;0.024554014205932617
0-newblock;0.025304079055786133
0-newblock;0.025272130966186523
1-newblock;0.024097681045532227
1-newblock;0.02611994743347168
1-newblock;0.02137899398803711
1-newblock;0.021026134490966797
1-newblock;0.01931905746459961
1-newblock;0.021113157272338867
1-newblock;0.027205944061279297
1-newblock;0.024450063705444336
1-newblock;0.0251619815826416
1-newblock;0.025586366653442383
2-newblock;0.026993989944458008
3-newblock;0.020285844802856445
4-newblock;0.02595210075378418
5-newblock;0.01878190040588379
6-newblock;0.018186330795288086
7-newblock;0.02345132827758789
8-newblock;0.020455121994018555
9-newblock;0.022512197494506836
10-newblock;0.02155613899230957
11-newblock;0.02351999282836914
3-newblock;0.01876997947692871
5-newblock;0.018483877182006836
7-newblock;0.01955413818359375
9-newblock;0.020958900451660156
11-newblock;0.02030205726623535
13-newblock;0.023353099822998047
15-newblock;0.024353981018066406
17-newblock;0.023537874221801758
19-newblock;0.022691011428833008
21-newblock;0.025063753128051758
4-newblock;0.02583909034729004
7-newblock;0.021797895431518555
10-newblock;0.02103281021118164
13-newblock;0.022764205932617188
16-newblock;0.023588180541992188
19-newblock;0.022272109985351562
22-newblock;0.026483774185180664
25-newblock;0.02697587013244629
28-newblock;0.02461409568786621
31-newblock;0.024068117141723633
5-newblock;0.018352746963500977
9-newblock;0.01923203468322754
13-newblock;0.01885700225830078
17-newblock;0.0180509090423584
21-newblock;0.020947933197021484
25-newblock;0.024016141891479492
29-newblock;0.026109933853149414
33-newblock;0.01788330078125
37-newblock;0.019986867904663086
41-newblock;0.017902135848999023
6-newblock;0.021634817123413086
11-newblock;0.018305063247680664
16-newblock;0.020539045333862305
21-newblock;0.01815509796142578
26-newblock;0.021645784378051758
31-newblock;0.02822089195251465
36-newblock;0.022619009017944336
41-newblock;0.02411818504333496
46-newblock;0.02095508575439453
51-newblock;0.02182316780090332
7-newblock;0.022368907928466797
13-newblock;0.018792152404785156
19-newblock;0.026223182678222656
25-newblock;0.02080512046813965
31-newblock;0.02730703353881836
37-newblock;0.02135610580444336
43-newblock;0.022919893264770508
49-newblock;0.020902156829833984
55-newblock;0.02136683464050293
61-newblock;0.021463632583618164
8-newblock;0.020711898803710938
15-newblock;0.026853322982788086
22-newblock;0.022451162338256836
29-newblock;0.03626704216003418
36-newblock;0.02555394172668457
43-newblock;0.02377605438232422
50-newblock;0.03333473205566406
57-newblock;0.021252155303955078
64-newblock;0.02604389190673828
71-newblock;0.020364046096801758
9-newblock;0.02045607566833496
17-newblock;0.02514171600341797
25-newblock;0.02049112319946289
33-newblock;0.023151159286499023
41-newblock;0.025757789611816406
49-newblock;0.02889275550842285
57-newblock;0.02579498291015625
65-newblock;0.026696205139160156
73-newblock;0.025604248046875
81-newblock;0.028604984283447266
10-newblock;0.030470848083496094
19-newblock;0.021795034408569336
28-newblock;0.020884990692138672
37-newblock;0.026250839233398438
46-newblock;0.02358698844909668
55-newblock;0.02801513671875
64-newblock;0.024744033813476562
73-newblock;0.03592395782470703
