replications;[4, 4, 200]
size;[1472, 3200, 200]
block size:[128, 128, 128]
start;1641250663.294847
creation;0.0325009822845459
create;1641250663.3273568
0-newblock;0.08977985382080078
1-newblock;0.10201501846313477
2-newblock;0.10273098945617676
3-newblock;0.10922598838806152
4-newblock;0.11258411407470703
5-newblock;0.1152791976928711
6-newblock;0.11077094078063965
7-newblock;0.09459519386291504
8-newblock;0.11900091171264648
9-newblock;0.11542797088623047
10-newblock;0.11544299125671387
11-newblock;0.11879777908325195
12-newblock;0.0998389720916748
13-newblock;0.11660957336425781
14-newblock;0.12748980522155762
15-newblock;0.09758377075195312
16-newblock;0.1257619857788086
17-newblock;0.11274075508117676
18-newblock;0.11131715774536133
19-newblock;0.11731791496276855
20-newblock;0.0975339412689209
21-newblock;0.19033122062683105
22-newblock;0.10604476928710938
23-newblock;0.13338685035705566
24-newblock;0.10757207870483398
25-newblock;0.11963510513305664
26-newblock;0.0993192195892334
27-newblock;0.11899685859680176
28-newblock;0.1020348072052002
29-newblock;0.13889694213867188
30-newblock;0.13581395149230957
31-newblock;0.14523005485534668
32-newblock;0.12045001983642578
33-newblock;0.12542104721069336
34-newblock;0.19967198371887207
35-newblock;0.10628914833068848
36-newblock;0.1797189712524414
37-newblock;0.12142586708068848
38-newblock;0.15153098106384277
39-newblock;0.10232019424438477
40-newblock;0.12107419967651367
41-newblock;0.1211247444152832
42-newblock;0.14374279975891113
43-newblock;0.1309671401977539
44-newblock;0.10875487327575684
45-newblock;0.20291996002197266
46-newblock;0.143463134765625
47-newblock;0.13403010368347168
48-newblock;0.27163076400756836
49-newblock;0.07190823554992676
50-newblock;0.09364509582519531
51-newblock;0.09079408645629883
52-newblock;0.08459806442260742
53-newblock;0.08540630340576172
54-newblock;0.0734720230102539
55-newblock;0.08347797393798828
56-newblock;0.09531593322753906
57-newblock;0.08995389938354492
58-newblock;0.08020901679992676
59-newblock;0.07827496528625488
60-newblock;0.08935880661010742
61-newblock;0.07852315902709961
62-newblock;0.0708458423614502
63-newblock;0.08255410194396973
64-newblock;0.07630467414855957
65-newblock;0.07896709442138672
66-newblock;0.08471012115478516
67-newblock;0.06731915473937988
68-newblock;0.07966899871826172
69-newblock;0.07322382926940918
70-newblock;0.06725597381591797
71-newblock;0.06522917747497559
72-newblock;0.06611204147338867
73-newblock;0.06992912292480469
74-newblock;0.07059669494628906
75-newblock;0.3087160587310791
76-newblock;0.06258010864257812
77-newblock;0.06227898597717285
78-newblock;0.06325984001159668
79-newblock;0.060395002365112305
80-newblock;0.05971980094909668
81-newblock;0.06641197204589844
82-newblock;0.06704092025756836
83-newblock;0.06464099884033203
84-newblock;0.06512904167175293
85-newblock;0.07249999046325684
86-newblock;0.06688094139099121
87-newblock;0.06706571578979492
88-newblock;0.06752490997314453
89-newblock;0.06732892990112305
