replications;[50, 50, 50]
size;[18400, 40000, 50]
block size:[368, 800, 1]
start;1638820347.727297
creation;0.0014469623565673828
create;1638820347.72875
0-newblock;0.010779142379760742
1-newblock;0.00794529914855957
2-newblock;0.00822901725769043
3-newblock;0.00915217399597168
4-newblock;0.008420944213867188
5-newblock;0.008246898651123047
6-newblock;0.009293079376220703
7-newblock;0.007941246032714844
8-newblock;0.008459806442260742
9-newblock;0.008723974227905273
10-newblock;0.009873151779174805
11-newblock;0.009425878524780273
12-newblock;0.009773015975952148
13-newblock;0.00878000259399414
14-newblock;0.008831977844238281
15-newblock;0.009657144546508789
16-newblock;0.008699893951416016
17-newblock;0.00898885726928711
18-newblock;0.009670734405517578
19-newblock;0.009486675262451172
20-newblock;0.009063005447387695
21-newblock;0.011980056762695312
22-newblock;0.014432907104492188
23-newblock;0.017673969268798828
24-newblock;0.015440940856933594
25-newblock;0.01589202880859375
26-newblock;0.013355016708374023
27-newblock;0.011512041091918945
28-newblock;0.012840986251831055
29-newblock;0.012765169143676758
30-newblock;0.01070404052734375
31-newblock;0.010921955108642578
32-newblock;0.010389089584350586
33-newblock;0.010972023010253906
34-newblock;0.011037826538085938
35-newblock;0.010880231857299805
36-newblock;0.011242151260375977
37-newblock;0.011796951293945312
38-newblock;0.012083768844604492
39-newblock;0.012833833694458008
40-newblock;0.011791706085205078
41-newblock;0.013092994689941406
42-newblock;0.012614965438842773
43-newblock;0.012686967849731445
44-newblock;0.012661933898925781
45-newblock;0.013491392135620117
46-newblock;0.01664113998413086
47-newblock;0.0174100399017334
48-newblock;0.01590108871459961
49-newblock;0.012308120727539062
50-newblock;0.012232780456542969
51-newblock;0.010965108871459961
52-newblock;0.011501073837280273
53-newblock;0.012225866317749023
54-newblock;0.011626958847045898
55-newblock;0.012225627899169922
56-newblock;0.012231826782226562
57-newblock;0.012487173080444336
58-newblock;0.013704061508178711
59-newblock;0.013997077941894531
60-newblock;0.016580820083618164
61-newblock;0.01324319839477539
62-newblock;0.014880180358886719
63-newblock;0.014272928237915039
64-newblock;0.013212919235229492
65-newblock;0.013280868530273438
66-newblock;0.011416196823120117
67-newblock;0.012191295623779297
68-newblock;0.013206005096435547
69-newblock;0.012795209884643555
70-newblock;0.012967109680175781
71-newblock;0.013440132141113281
72-newblock;0.014065742492675781
73-newblock;0.015257120132446289
74-newblock;0.014537334442138672
75-newblock;0.013848066329956055
76-newblock;0.013102054595947266
77-newblock;0.01530003547668457
78-newblock;0.014870166778564453
79-newblock;0.013624906539916992
80-newblock;0.01306915283203125
81-newblock;0.012659072875976562
82-newblock;0.012643814086914062
83-newblock;0.013243913650512695
84-newblock;0.012837886810302734
85-newblock;0.012929201126098633
86-newblock;0.012875080108642578
87-newblock;0.014666080474853516
88-newblock;0.015514850616455078
89-newblock;0.014792203903198242
90-newblock;0.014846086502075195
91-newblock;0.014300107955932617
92-newblock;0.016397953033447266
93-newblock;0.014268875122070312
94-newblock;0.015356063842773438
95-newblock;0.015371084213256836
96-newblock;0.01610708236694336
97-newblock;0.013598918914794922
98-newblock;0.014326095581054688
99-newblock;0.01503896713256836
100-newblock;0.014792919158935547
101-newblock;0.01624131202697754
102-newblock;0.015551090240478516
103-newblock;0.016044139862060547
104-newblock;0.015729904174804688
105-newblock;0.014655828475952148
106-newblock;0.015024900436401367
107-newblock;0.015316009521484375
108-newblock;0.013598918914794922
109-newblock;0.014435052871704102
110-newblock;0.014054059982299805
111-newblock;0.013959884643554688
112-newblock;0.015329122543334961
113-newblock;0.014784097671508789
114-newblock;0.01554107666015625
115-newblock;0.01536107063293457
116-newblock;0.01664590835571289
117-newblock;0.01570916175842285
118-newblock;0.015547037124633789
119-newblock;0.015501737594604492
120-newblock;0.016256093978881836
121-newblock;0.015577077865600586
122-newblock;0.01585102081298828
123-newblock;0.013926029205322266
124-newblock;0.014435768127441406
125-newblock;0.013808012008666992
126-newblock;0.014360904693603516
127-newblock;0.015164852142333984
128-newblock;0.015737056732177734
129-newblock;0.01830887794494629
130-newblock;0.01620197296142578
131-newblock;0.017528057098388672
132-newblock;0.01776719093322754
133-newblock;0.017688989639282227
134-newblock;0.016110897064208984
135-newblock;0.016743183135986328
136-newblock;0.015059947967529297
137-newblock;0.014979839324951172
138-newblock;0.015100955963134766
139-newblock;0.016021013259887695
140-newblock;0.014607667922973633
141-newblock;0.01566314697265625
142-newblock;0.01755499839782715
