replications;[10, 10, 10]
size;[3680, 8000, 10]
block size:[368, 800, 1]
start;1638820324.8014562
creation;0.003661632537841797
create;1638820324.8051279
0-newblock;0.012997865676879883
1-newblock;0.01157999038696289
2-newblock;0.012615203857421875
3-newblock;0.01213216781616211
4-newblock;0.013508081436157227
5-newblock;0.012092828750610352
6-newblock;0.014060735702514648
7-newblock;0.012747764587402344
8-newblock;0.011557817459106445
9-newblock;0.013823986053466797
10-newblock;0.014933109283447266
11-newblock;0.014132976531982422
12-newblock;0.010669708251953125
13-newblock;0.009805679321289062
14-newblock;0.01122593879699707
15-newblock;0.01194000244140625
16-newblock;0.012449026107788086
17-newblock;0.012330055236816406
18-newblock;0.014160871505737305
19-newblock;0.02051687240600586
20-newblock;0.01889324188232422
21-newblock;0.021734952926635742
22-newblock;0.014951944351196289
23-newblock;0.018584728240966797
24-newblock;0.016260862350463867
25-newblock;0.014907121658325195
26-newblock;0.015758275985717773
27-newblock;0.017884254455566406
28-newblock;0.014816045761108398
29-newblock;0.014718055725097656
30-newblock;0.012221336364746094
31-newblock;0.0152587890625
32-newblock;0.013118982315063477
33-newblock;0.014274120330810547
34-newblock;0.014084100723266602
35-newblock;0.014986991882324219
36-newblock;0.020529985427856445
37-newblock;0.016731977462768555
38-newblock;0.017349958419799805
39-newblock;0.01737499237060547
40-newblock;0.016801118850708008
41-newblock;0.012156963348388672
42-newblock;0.013044357299804688
43-newblock;0.011691093444824219
44-newblock;0.012784242630004883
45-newblock;0.012240171432495117
46-newblock;0.014161109924316406
47-newblock;0.01660299301147461
48-newblock;0.017831087112426758
49-newblock;0.01654195785522461
50-newblock;0.014754056930541992
51-newblock;0.0175020694732666
52-newblock;0.01623702049255371
53-newblock;0.017096996307373047
54-newblock;0.015195131301879883
55-newblock;0.0158078670501709
56-newblock;0.014912843704223633
57-newblock;0.013434886932373047
58-newblock;0.011921882629394531
59-newblock;0.01980900764465332
60-newblock;0.018045902252197266
61-newblock;0.01636505126953125
62-newblock;0.019628047943115234
63-newblock;0.02023792266845703
64-newblock;0.02838587760925293
65-newblock;0.02126002311706543
66-newblock;0.023555994033813477
67-newblock;0.02365279197692871
68-newblock;0.017299890518188477
69-newblock;0.01685619354248047
70-newblock;0.023900985717773438
71-newblock;0.023849010467529297
72-newblock;0.023096084594726562
73-newblock;0.0204770565032959
74-newblock;0.025862693786621094
75-newblock;0.025194883346557617
76-newblock;0.0205841064453125
77-newblock;0.023756027221679688
78-newblock;0.026716947555541992
79-newblock;0.023530006408691406
80-newblock;0.01880812644958496
81-newblock;0.024265766143798828
82-newblock;0.023335933685302734
83-newblock;0.018518924713134766
84-newblock;0.020639896392822266
85-newblock;0.016953229904174805
86-newblock;0.02172994613647461
87-newblock;0.025318145751953125
88-newblock;0.0227053165435791
89-newblock;0.021820783615112305
90-newblock;0.027324199676513672
91-newblock;0.019882678985595703
92-newblock;0.02392292022705078
93-newblock;0.028529882431030273
94-newblock;0.021749019622802734
95-newblock;0.017364025115966797
96-newblock;0.024245023727416992
97-newblock;0.020812034606933594
98-newblock;0.014584064483642578
99-newblock;0.019488096237182617
100-newblock;0.024415969848632812
101-newblock;0.022737979888916016
102-newblock;0.019330978393554688
103-newblock;0.022888898849487305
104-newblock;0.02456188201904297
105-newblock;0.022705793380737305
106-newblock;0.02188587188720703
107-newblock;0.02075815200805664
108-newblock;0.015945911407470703
109-newblock;0.01772332191467285
110-newblock;0.022375822067260742
111-newblock;0.02143406867980957
112-newblock;0.02182912826538086
113-newblock;0.024471044540405273
114-newblock;0.016803979873657227
115-newblock;0.01825714111328125
116-newblock;0.01860976219177246
117-newblock;0.017165660858154297
118-newblock;0.020178794860839844
119-newblock;0.02001190185546875
120-newblock;0.022457122802734375
121-newblock;0.0265350341796875
122-newblock;0.02710413932800293
123-newblock;0.029017925262451172
124-newblock;0.02776026725769043
125-newblock;0.02783989906311035
126-newblock;0.026421785354614258
127-newblock;0.02387094497680664
128-newblock;0.018870115280151367
129-newblock;0.026565074920654297
130-newblock;0.025255918502807617
131-newblock;0.025342941284179688
132-newblock;0.02801203727722168
133-newblock;0.023736000061035156
134-newblock;0.0264739990234375
135-newblock;0.024908781051635742
136-newblock;0.016711950302124023
137-newblock;0.019028902053833008
138-newblock;0.032303810119628906
139-newblock;0.026514053344726562
140-newblock;0.02753901481628418
141-newblock;0.023283004760742188
142-newblock;0.02550816535949707
143-newblock;0.02373790740966797
144-newblock;0.015928983688354492
145-newblock;0.01900792121887207
146-newblock;0.020209074020385742
147-newblock;0.03184199333190918
148-newblock;0.023005008697509766
149-newblock;0.026503324508666992
150-newblock;0.028400897979736328
151-newblock;0.025201797485351562
152-newblock;0.018889904022216797
153-newblock;0.020351886749267578
154-newblock;0.019176006317138672
155-newblock;0.0168759822845459
156-newblock;0.02880573272705078
157-newblock;0.02265000343322754
158-newblock;0.026387929916381836
159-newblock;0.023410797119140625
160-newblock;0.029021024703979492
161-newblock;0.023607254028320312
162-newblock;0.01568317413330078
163-newblock;0.020451068878173828
164-newblock;0.018948078155517578
165-newblock;0.02440500259399414
166-newblock;0.023254871368408203
167-newblock;0.03249502182006836
168-newblock;0.029134750366210938
169-newblock;0.030071020126342773
170-newblock;0.029780864715576172
171-newblock;0.027719974517822266
172-newblock;0.021730661392211914
173-newblock;0.024773836135864258
174-newblock;0.026200056076049805
175-newblock;0.02218914031982422
176-newblock;0.021387100219726562
177-newblock;0.024224042892456055
178-newblock;0.02010202407836914
179-newblock;0.01630687713623047
180-newblock;0.017874956130981445
181-newblock;0.017032861709594727
182-newblock;0.016017913818359375
183-newblock;0.019145965576171875
184-newblock;0.02251911163330078
185-newblock;0.02806878089904785
186-newblock;0.02954697608947754
187-newblock;0.01932811737060547
188-newblock;0.02298712730407715
189-newblock;0.017021894454956055
190-newblock;0.017233848571777344
191-newblock;0.0167081356048584
192-newblock;0.020222902297973633
193-newblock;0.019873857498168945
194-newblock;0.018491029739379883
195-newblock;0.018815040588378906
196-newblock;0.023081064224243164
197-newblock;0.028028011322021484
198-newblock;0.02027606964111328
199-newblock;0.01896190643310547
200-newblock;0.018497943878173828
201-newblock;0.017260074615478516
202-newblock;0.01819300651550293
203-newblock;0.023010969161987305
204-newblock;0.02281808853149414
205-newblock;0.018723249435424805
206-newblock;0.0188291072845459
207-newblock;0.02652430534362793
208-newblock;0.023160934448242188
209-newblock;0.01973104476928711
210-newblock;0.018815040588378906
211-newblock;0.018128156661987305
212-newblock;0.0181119441986084
213-newblock;0.018167972564697266
214-newblock;0.021405935287475586
215-newblock;0.022652387619018555
216-newblock;0.02174997329711914
217-newblock;0.019374847412109375
218-newblock;0.02033209800720215
219-newblock;0.022746801376342773
220-newblock;0.02109813690185547
221-newblock;0.019498109817504883
222-newblock;0.01772284507751465
223-newblock;0.017499923706054688
224-newblock;0.019860267639160156
225-newblock;0.018137693405151367
226-newblock;0.021661996841430664
227-newblock;0.02153801918029785
228-newblock;0.019661903381347656
229-newblock;0.024778127670288086
230-newblock;0.024190902709960938
231-newblock;0.022993087768554688
232-newblock;0.018947124481201172
233-newblock;0.017489194869995117
234-newblock;0.018069028854370117
235-newblock;0.01903080940246582
236-newblock;0.02312493324279785
237-newblock;0.02061295509338379
238-newblock;0.02340984344482422
239-newblock;0.02608513832092285
240-newblock;0.026052236557006836
241-newblock;0.020903825759887695
242-newblock;0.02087688446044922
243-newblock;0.01935291290283203
244-newblock;0.01923394203186035
245-newblock;0.01994013786315918
246-newblock;0.02309393882751465
247-newblock;0.024425268173217773
248-newblock;0.02347111701965332
249-newblock;0.022149085998535156
250-newblock;0.02563309669494629
251-newblock;0.024712800979614258
252-newblock;0.021515846252441406
253-newblock;0.020270109176635742
254-newblock;0.019748926162719727
255-newblock;0.03405499458312988
256-newblock;0.024506092071533203
257-newblock;0.029479026794433594
258-newblock;0.027953147888183594
259-newblock;0.02617812156677246
260-newblock;0.021175622940063477
261-newblock;0.019240856170654297
262-newblock;0.019010066986083984
263-newblock;0.024719953536987305
264-newblock;0.025838136672973633
265-newblock;0.026220083236694336
266-newblock;0.028798818588256836
267-newblock;0.028425931930541992
268-newblock;0.021478891372680664
269-newblock;0.02080821990966797
270-newblock;0.02019786834716797
271-newblock;0.02114105224609375
272-newblock;0.021815061569213867
273-newblock;0.0220181941986084
274-newblock;0.02605414390563965
275-newblock;0.025790929794311523
276-newblock;0.021530866622924805
277-newblock;0.027055740356445312
278-newblock;0.029280900955200195
279-newblock;0.02171182632446289
280-newblock;0.020745277404785156
281-newblock;0.020066022872924805
282-newblock;0.021860122680664062
283-newblock;0.023438215255737305
284-newblock;0.027404069900512695
285-newblock;0.0249330997467041
286-newblock;0.02486419677734375
287-newblock;0.021525144577026367
288-newblock;0.019977807998657227
289-newblock;0.02153611183166504
290-newblock;0.021902084350585938
291-newblock;0.02450108528137207
292-newblock;0.02425098419189453
293-newblock;0.023462772369384766
294-newblock;0.023582935333251953
295-newblock;0.024060964584350586
296-newblock;0.03090381622314453
297-newblock;0.020338058471679688
298-newblock;0.021582841873168945
299-newblock;0.023420095443725586
300-newblock;0.02218008041381836
301-newblock;0.021582841873168945
302-newblock;0.027348995208740234
303-newblock;0.02958226203918457
304-newblock;0.02521991729736328
305-newblock;0.023285388946533203
306-newblock;0.021198749542236328
307-newblock;0.021471023559570312
308-newblock;0.021503925323486328
309-newblock;0.030318021774291992
310-newblock;0.024295806884765625
311-newblock;0.038088321685791016
312-newblock;0.025377988815307617
313-newblock;0.025707006454467773
314-newblock;0.023947954177856445
315-newblock;0.021158933639526367
316-newblock;0.021963119506835938
317-newblock;0.023169994354248047
