replications;[1, 1, 130]
size;[368, 800, 130]
block size;[128, 128, 128]
start;1639062406.5496151
creation;0.00431370735168457
create;1639062406.553941
19;0.06453609466552734
20;0.06395912170410156
21;0.06019306182861328
22;0.0553131103515625
23;0.05831718444824219
24;0.060955047607421875
25;0.05777716636657715
26;0.052961111068725586
27;0.05697798728942871
28;0.063446044921875
29;0.05707502365112305
30;0.05310320854187012
31;0.058465003967285156
32;0.0635061264038086
33;0.06204700469970703
34;0.0647270679473877
35;0.0652768611907959
36;0.06889224052429199
37;0.06662821769714355
38;0.0680539608001709
39;0.06271004676818848
40;0.06296896934509277
41;0.0634908676147461
42;0.05933809280395508
43;0.061914682388305664
44;0.06388497352600098
45;0.06068611145019531
46;0.06411600112915039
47;0.06330013275146484
48;0.06398797035217285
49;0.059886932373046875
50;0.06253385543823242
51;0.06581592559814453
52;0.06288599967956543
53;0.06189227104187012
54;0.06580209732055664
55;0.06858229637145996
56;0.06725931167602539
57;0.05800008773803711
58;0.060697078704833984
59;0.06390500068664551
60;0.07039904594421387
61;0.06133103370666504
62;0.06443095207214355
63;0.06796002388000488
64;0.06435084342956543
65;0.060330867767333984
66;0.06607890129089355
67;0.06146383285522461
68;0.06310796737670898
69;0.05581498146057129
70;0.059494972229003906
71;0.061141014099121094
72;0.061753034591674805
73;0.06586909294128418
74;0.06542229652404785
75;0.06252002716064453
76;0.06399989128112793
77;0.1052241325378418
78;0.06832098960876465
79;0.06404805183410645
80;0.061350107192993164
81;0.0602262020111084
82;0.06131935119628906
83;0.06016874313354492
84;0.061434030532836914
85;0.06249880790710449
86;0.06563210487365723
87;0.06242012977600098
88;0.06438612937927246
89;0.06075286865234375
90;0.06149029731750488
91;0.06463003158569336
92;0.06523013114929199
93;0.06456398963928223
94;0.06823301315307617
95;0.0653221607208252
96;0.06500601768493652
97;0.06429409980773926
98;0.06348991394042969
99;0.06174206733703613
100;0.055977821350097656
101;0.058795928955078125
102;0.061295270919799805
103;0.06074094772338867
104;0.065399169921875
105;0.06197214126586914
106;0.06192207336425781
107;0.061769962310791016
108;0.056700944900512695
109;0.05770993232727051
